Time,PSZ-AC_10:10:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC_10:10:DesPer 1:Des Heat Cap [W],PSZ-AC_10:10:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC_10:10:DesPer 1:Des Sens Cool Cap [W],PSZ-AC_10:10:DesPer 1:Des Tot Cool Cap [W],PSZ-AC_10:10:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC_10:10:DesPer 2:Des Heat Cap [W],PSZ-AC_10:10:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC_10:10:DesPer 2:Des Sens Cool Cap [W],PSZ-AC_10:10:DesPer 2:Des Tot Cool Cap [W],PSZ-AC_1:1:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC_1:1:DesPer 1:Des Heat Cap [W],PSZ-AC_1:1:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC_1:1:DesPer 1:Des Sens Cool Cap [W],PSZ-AC_1:1:DesPer 1:Des Tot Cool Cap [W],PSZ-AC_1:1:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC_1:1:DesPer 2:Des Heat Cap [W],PSZ-AC_1:1:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC_1:1:DesPer 2:Des Sens Cool Cap [W],PSZ-AC_1:1:DesPer 2:Des Tot Cool Cap [W],PSZ-AC_2:2:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC_2:2:DesPer 1:Des Heat Cap [W],PSZ-AC_2:2:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC_2:2:DesPer 1:Des Sens Cool Cap [W],PSZ-AC_2:2:DesPer 1:Des Tot Cool Cap [W],PSZ-AC_2:2:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC_2:2:DesPer 2:Des Heat Cap [W],PSZ-AC_2:2:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC_2:2:DesPer 2:Des Sens Cool Cap [W],PSZ-AC_2:2:DesPer 2:Des Tot Cool Cap [W],PSZ-AC_3:3:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC_3:3:DesPer 1:Des Heat Cap [W],PSZ-AC_3:3:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC_3:3:DesPer 1:Des Sens Cool Cap [W],PSZ-AC_3:3:DesPer 1:Des Tot Cool Cap [W],PSZ-AC_3:3:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC_3:3:DesPer 2:Des Heat Cap [W],PSZ-AC_3:3:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC_3:3:DesPer 2:Des Sens Cool Cap [W],PSZ-AC_3:3:DesPer 2:Des Tot Cool Cap [W],PSZ-AC_4:4:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC_4:4:DesPer 1:Des Heat Cap [W],PSZ-AC_4:4:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC_4:4:DesPer 1:Des Sens Cool Cap [W],PSZ-AC_4:4:DesPer 1:Des Tot Cool Cap [W],PSZ-AC_4:4:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC_4:4:DesPer 2:Des Heat Cap [W],PSZ-AC_4:4:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC_4:4:DesPer 2:Des Sens Cool Cap [W],PSZ-AC_4:4:DesPer 2:Des Tot Cool Cap [W],PSZ-AC_5:5:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC_5:5:DesPer 1:Des Heat Cap [W],PSZ-AC_5:5:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC_5:5:DesPer 1:Des Sens Cool Cap [W],PSZ-AC_5:5:DesPer 1:Des Tot Cool Cap [W],PSZ-AC_5:5:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC_5:5:DesPer 2:Des Heat Cap [W],PSZ-AC_5:5:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC_5:5:DesPer 2:Des Sens Cool Cap [W],PSZ-AC_5:5:DesPer 2:Des Tot Cool Cap [W],PSZ-AC_6:6:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC_6:6:DesPer 1:Des Heat Cap [W],PSZ-AC_6:6:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC_6:6:DesPer 1:Des Sens Cool Cap [W],PSZ-AC_6:6:DesPer 1:Des Tot Cool Cap [W],PSZ-AC_6:6:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC_6:6:DesPer 2:Des Heat Cap [W],PSZ-AC_6:6:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC_6:6:DesPer 2:Des Sens Cool Cap [W],PSZ-AC_6:6:DesPer 2:Des Tot Cool Cap [W],PSZ-AC_7:7:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC_7:7:DesPer 1:Des Heat Cap [W],PSZ-AC_7:7:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC_7:7:DesPer 1:Des Sens Cool Cap [W],PSZ-AC_7:7:DesPer 1:Des Tot Cool Cap [W],PSZ-AC_7:7:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC_7:7:DesPer 2:Des Heat Cap [W],PSZ-AC_7:7:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC_7:7:DesPer 2:Des Sens Cool Cap [W],PSZ-AC_7:7:DesPer 2:Des Tot Cool Cap [W],PSZ-AC_8:8:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC_8:8:DesPer 1:Des Heat Cap [W],PSZ-AC_8:8:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC_8:8:DesPer 1:Des Sens Cool Cap [W],PSZ-AC_8:8:DesPer 1:Des Tot Cool Cap [W],PSZ-AC_8:8:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC_8:8:DesPer 2:Des Heat Cap [W],PSZ-AC_8:8:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC_8:8:DesPer 2:Des Sens Cool Cap [W],PSZ-AC_8:8:DesPer 2:Des Tot Cool Cap [W],PSZ-AC_9:9:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC_9:9:DesPer 1:Des Heat Cap [W],PSZ-AC_9:9:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC_9:9:DesPer 1:Des Sens Cool Cap [W],PSZ-AC_9:9:DesPer 1:Des Tot Cool Cap [W],PSZ-AC_9:9:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC_9:9:DesPer 2:Des Heat Cap [W],PSZ-AC_9:9:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC_9:9:DesPer 2:Des Sens Cool Cap [W],PSZ-AC_9:9:DesPer 2:Des Tot Cool Cap [W]
00:10:00,1.940953E+00,5.012148E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.531607E+03,3.113433E-01,2.978076E+03,1.007384E+04,3.207548E+00,8.733893E+04,6.226866E-01,0.000000E+00,0.000000E+00,6.226866E-01,1.106321E+04,6.226866E-01,5.956152E+03,2.014769E+04,1.285297E+00,3.757487E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.531607E+03,3.113433E-01,2.978076E+03,1.007384E+04,1.279645E+00,3.746686E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.531607E+03,3.113433E-01,2.978076E+03,1.007384E+04,1.279388E+00,3.746194E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.531607E+03,3.113433E-01,2.978076E+03,1.007384E+04,1.280245E+00,3.747832E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.531607E+03,3.113433E-01,2.978076E+03,1.007384E+04,2.542428E+00,7.461297E+04,6.226866E-01,0.000000E+00,0.000000E+00,6.226866E-01,1.106321E+04,6.226866E-01,5.956152E+03,2.014769E+04,1.280272E+00,3.747883E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.531607E+03,3.113433E-01,2.978076E+03,1.007384E+04,1.279861E+00,3.747099E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.531607E+03,3.113433E-01,2.978076E+03,1.007384E+04,1.288248E+00,3.763126E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.531607E+03,3.113433E-01,2.978076E+03,1.007384E+04
00:20:00,1.940953E+00,5.012148E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.565082E+03,3.113433E-01,2.944601E+03,9.947365E+03,3.207548E+00,8.733893E+04,6.226866E-01,0.000000E+00,0.000000E+00,6.226866E-01,1.113016E+04,6.226866E-01,5.889201E+03,1.989473E+04,1.285297E+00,3.757487E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.565082E+03,3.113433E-01,2.944601E+03,9.947365E+03,1.279645E+00,3.746686E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.565082E+03,3.113433E-01,2.944601E+03,9.947365E+03,1.279388E+00,3.746194E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.565082E+03,3.113433E-01,2.944601E+03,9.947365E+03,1.280245E+00,3.747832E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.565082E+03,3.113433E-01,2.944601E+03,9.947365E+03,2.542428E+00,7.461297E+04,6.226866E-01,0.000000E+00,0.000000E+00,6.226866E-01,1.113016E+04,6.226866E-01,5.889201E+03,1.989473E+04,1.280272E+00,3.747883E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.565082E+03,3.113433E-01,2.944601E+03,9.947365E+03,1.279861E+00,3.747099E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.565082E+03,3.113433E-01,2.944601E+03,9.947365E+03,1.288248E+00,3.763126E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.565082E+03,3.113433E-01,2.944601E+03,9.947365E+03
00:30:00,1.940953E+00,5.012148E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.598558E+03,3.113433E-01,2.911125E+03,9.821457E+03,3.207548E+00,8.733893E+04,6.226866E-01,0.000000E+00,0.000000E+00,6.226866E-01,1.119712E+04,6.226866E-01,5.822250E+03,1.964291E+04,1.285297E+00,3.757487E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.598558E+03,3.113433E-01,2.911125E+03,9.821457E+03,1.279645E+00,3.746686E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.598558E+03,3.113433E-01,2.911125E+03,9.821457E+03,1.279388E+00,3.746194E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.598558E+03,3.113433E-01,2.911125E+03,9.821457E+03,1.280245E+00,3.747832E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.598558E+03,3.113433E-01,2.911125E+03,9.821457E+03,2.542428E+00,7.461297E+04,6.226866E-01,0.000000E+00,0.000000E+00,6.226866E-01,1.119712E+04,6.226866E-01,5.822250E+03,1.964291E+04,1.280272E+00,3.747883E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.598558E+03,3.113433E-01,2.911125E+03,9.821457E+03,1.279861E+00,3.747099E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.598558E+03,3.113433E-01,2.911125E+03,9.821457E+03,1.288248E+00,3.763126E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.598558E+03,3.113433E-01,2.911125E+03,9.821457E+03
00:40:00,1.940953E+00,5.012148E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.632033E+03,3.113433E-01,2.877649E+03,9.696114E+03,3.207548E+00,8.733893E+04,6.226866E-01,0.000000E+00,0.000000E+00,6.226866E-01,1.126407E+04,6.226866E-01,5.755299E+03,1.939223E+04,1.285297E+00,3.757487E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.632033E+03,3.113433E-01,2.877649E+03,9.696114E+03,1.279645E+00,3.746686E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.632033E+03,3.113433E-01,2.877649E+03,9.696114E+03,1.279388E+00,3.746194E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.632033E+03,3.113433E-01,2.877649E+03,9.696114E+03,1.280245E+00,3.747832E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.632033E+03,3.113433E-01,2.877649E+03,9.696114E+03,2.542428E+00,7.461297E+04,6.226866E-01,0.000000E+00,0.000000E+00,6.226866E-01,1.126407E+04,6.226866E-01,5.755299E+03,1.939223E+04,1.280272E+00,3.747883E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.632033E+03,3.113433E-01,2.877649E+03,9.696114E+03,1.279861E+00,3.747099E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.632033E+03,3.113433E-01,2.877649E+03,9.696114E+03,1.288248E+00,3.763126E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.632033E+03,3.113433E-01,2.877649E+03,9.696114E+03
00:50:00,1.940953E+00,5.012148E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.665509E+03,3.113433E-01,2.844174E+03,9.571335E+03,3.207548E+00,8.733893E+04,6.226866E-01,0.000000E+00,0.000000E+00,6.226866E-01,1.133102E+04,6.226866E-01,5.688347E+03,1.914267E+04,1.285297E+00,3.757487E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.665509E+03,3.113433E-01,2.844174E+03,9.571335E+03,1.279645E+00,3.746686E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.665509E+03,3.113433E-01,2.844174E+03,9.571335E+03,1.279388E+00,3.746194E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.665509E+03,3.113433E-01,2.844174E+03,9.571335E+03,1.280245E+00,3.747832E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.665509E+03,3.113433E-01,2.844174E+03,9.571335E+03,2.542428E+00,7.461297E+04,6.226866E-01,0.000000E+00,0.000000E+00,6.226866E-01,1.133102E+04,6.226866E-01,5.688347E+03,1.914267E+04,1.280272E+00,3.747883E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.665509E+03,3.113433E-01,2.844174E+03,9.571335E+03,1.279861E+00,3.747099E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.665509E+03,3.113433E-01,2.844174E+03,9.571335E+03,1.288248E+00,3.763126E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.665509E+03,3.113433E-01,2.844174E+03,9.571335E+03
01:00:00,1.940953E+00,5.012148E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.698985E+03,3.113433E-01,2.810698E+03,9.447116E+03,3.207548E+00,8.733893E+04,6.226866E-01,0.000000E+00,0.000000E+00,6.226866E-01,1.139797E+04,6.226866E-01,5.621396E+03,1.889423E+04,1.285297E+00,3.757487E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.698985E+03,3.113433E-01,2.810698E+03,9.447116E+03,1.279645E+00,3.746686E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.698985E+03,3.113433E-01,2.810698E+03,9.447116E+03,1.279388E+00,3.746194E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.698985E+03,3.113433E-01,2.810698E+03,9.447116E+03,1.280245E+00,3.747832E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.698985E+03,3.113433E-01,2.810698E+03,9.447116E+03,2.542428E+00,7.461297E+04,6.226866E-01,0.000000E+00,0.000000E+00,6.226866E-01,1.139797E+04,6.226866E-01,5.621396E+03,1.889423E+04,1.280272E+00,3.747883E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.698985E+03,3.113433E-01,2.810698E+03,9.447116E+03,1.279861E+00,3.747099E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.698985E+03,3.113433E-01,2.810698E+03,9.447116E+03,1.288248E+00,3.763126E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.698985E+03,3.113433E-01,2.810698E+03,9.447116E+03
01:10:00,1.940953E+00,5.012148E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.721302E+03,3.113433E-01,2.788381E+03,9.364613E+03,3.207548E+00,8.733893E+04,6.226866E-01,0.000000E+00,0.000000E+00,6.226866E-01,1.144260E+04,6.226866E-01,5.576762E+03,1.872923E+04,1.285297E+00,3.757487E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.721302E+03,3.113433E-01,2.788381E+03,9.364613E+03,1.279645E+00,3.746686E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.721302E+03,3.113433E-01,2.788381E+03,9.364613E+03,1.279388E+00,3.746194E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.721302E+03,3.113433E-01,2.788381E+03,9.364613E+03,1.280245E+00,3.747832E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.721302E+03,3.113433E-01,2.788381E+03,9.364613E+03,2.542428E+00,7.461297E+04,6.226866E-01,0.000000E+00,0.000000E+00,6.226866E-01,1.144260E+04,6.226866E-01,5.576762E+03,1.872923E+04,1.280272E+00,3.747883E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.721302E+03,3.113433E-01,2.788381E+03,9.364613E+03,1.279861E+00,3.747099E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.721302E+03,3.113433E-01,2.788381E+03,9.364613E+03,1.288248E+00,3.763126E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.721302E+03,3.113433E-01,2.788381E+03,9.364613E+03
01:20:00,1.940953E+00,5.012148E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.743619E+03,3.113433E-01,2.766064E+03,9.282355E+03,3.207548E+00,8.733893E+04,6.226866E-01,0.000000E+00,0.000000E+00,6.226866E-01,1.148724E+04,6.226866E-01,5.532128E+03,1.856471E+04,1.285297E+00,3.757487E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.743619E+03,3.113433E-01,2.766064E+03,9.282355E+03,1.279645E+00,3.746686E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.743619E+03,3.113433E-01,2.766064E+03,9.282355E+03,1.279388E+00,3.746194E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.743619E+03,3.113433E-01,2.766064E+03,9.282355E+03,1.280245E+00,3.747832E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.743619E+03,3.113433E-01,2.766064E+03,9.282355E+03,2.542428E+00,7.461297E+04,6.226866E-01,0.000000E+00,0.000000E+00,6.226866E-01,1.148724E+04,6.226866E-01,5.532128E+03,1.856471E+04,1.280272E+00,3.747883E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.743619E+03,3.113433E-01,2.766064E+03,9.282355E+03,1.279861E+00,3.747099E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.743619E+03,3.113433E-01,2.766064E+03,9.282355E+03,1.288248E+00,3.763126E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.743619E+03,3.113433E-01,2.766064E+03,9.282355E+03
01:30:00,1.940953E+00,5.012148E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.765936E+03,3.113433E-01,2.743747E+03,9.200345E+03,3.207548E+00,8.733893E+04,6.226866E-01,0.000000E+00,0.000000E+00,6.226866E-01,1.153187E+04,6.226866E-01,5.487494E+03,1.840069E+04,1.285297E+00,3.757487E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.765936E+03,3.113433E-01,2.743747E+03,9.200345E+03,1.279645E+00,3.746686E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.765936E+03,3.113433E-01,2.743747E+03,9.200345E+03,1.279388E+00,3.746194E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.765936E+03,3.113433E-01,2.743747E+03,9.200345E+03,1.280245E+00,3.747832E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.765936E+03,3.113433E-01,2.743747E+03,9.200345E+03,2.542428E+00,7.461297E+04,6.226866E-01,0.000000E+00,0.000000E+00,6.226866E-01,1.153187E+04,6.226866E-01,5.487494E+03,1.840069E+04,1.280272E+00,3.747883E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.765936E+03,3.113433E-01,2.743747E+03,9.200345E+03,1.279861E+00,3.747099E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.765936E+03,3.113433E-01,2.743747E+03,9.200345E+03,1.288248E+00,3.763126E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.765936E+03,3.113433E-01,2.743747E+03,9.200345E+03
01:40:00,1.940953E+00,5.012148E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.788253E+03,3.113433E-01,2.721430E+03,9.118577E+03,3.207548E+00,8.733893E+04,6.226866E-01,0.000000E+00,0.000000E+00,6.226866E-01,1.157651E+04,6.226866E-01,5.442860E+03,1.823715E+04,1.285297E+00,3.757487E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.788253E+03,3.113433E-01,2.721430E+03,9.118577E+03,1.279645E+00,3.746686E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.788253E+03,3.113433E-01,2.721430E+03,9.118577E+03,1.279388E+00,3.746194E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.788253E+03,3.113433E-01,2.721430E+03,9.118577E+03,1.280245E+00,3.747832E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.788253E+03,3.113433E-01,2.721430E+03,9.118577E+03,2.542428E+00,7.461297E+04,6.226866E-01,0.000000E+00,0.000000E+00,6.226866E-01,1.157651E+04,6.226866E-01,5.442860E+03,1.823715E+04,1.280272E+00,3.747883E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.788253E+03,3.113433E-01,2.721430E+03,9.118577E+03,1.279861E+00,3.747099E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.788253E+03,3.113433E-01,2.721430E+03,9.118577E+03,1.288248E+00,3.763126E+04,3.113433E-01,0.000000E+00,0.000000E+00,3.113433E-01,5.788253E+03,3.113433E-01,2.721430E+03,9.118577E+03
