Time,PSZ-AC:1:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:1:DesPer 1:Des Heat Cap [W],PSZ-AC:1:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:1:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:1:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:1:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:1:DesPer 2:Des Heat Cap [W],PSZ-AC:1:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:1:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:1:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:2:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:2:DesPer 1:Des Heat Cap [W],PSZ-AC:2:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:2:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:2:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:2:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:2:DesPer 2:Des Heat Cap [W],PSZ-AC:2:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:2:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:2:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:3:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:3:DesPer 1:Des Heat Cap [W],PSZ-AC:3:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:3:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:3:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:3:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:3:DesPer 2:Des Heat Cap [W],PSZ-AC:3:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:3:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:3:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:4:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:4:DesPer 1:Des Heat Cap [W],PSZ-AC:4:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:4:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:4:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:4:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:4:DesPer 2:Des Heat Cap [W],PSZ-AC:4:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:4:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:4:DesPer 2:Des Tot Cool Cap [W]
00:10:00,3.890093E+00,8.838242E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,5.952448E+03,3.350301E-01,3.204647E+03,1.084026E+04,8.472314E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.015553E+04,2.822975E+00,2.700246E+04,9.134035E+04,1.739058E+00,4.436406E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,4.726046E+03,2.660028E-01,2.544383E+03,8.606801E+03,1.739055E+00,4.436400E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,4.726046E+03,2.660028E-01,2.544383E+03,8.606801E+03
00:20:00,3.890093E+00,8.838241E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,5.988471E+03,3.350301E-01,3.168624E+03,1.070416E+04,8.472314E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.045905E+04,2.822975E+00,2.669893E+04,9.019357E+04,1.739058E+00,4.436406E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,4.754646E+03,2.660028E-01,2.515782E+03,8.498743E+03,1.739055E+00,4.436399E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,4.754646E+03,2.660028E-01,2.515782E+03,8.498743E+03
00:30:00,3.890092E+00,8.838240E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.024493E+03,3.350301E-01,3.132602E+03,1.056867E+04,8.472314E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.076258E+04,2.822975E+00,2.639541E+04,8.905195E+04,1.739058E+00,4.436405E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,4.783247E+03,2.660028E-01,2.487181E+03,8.391170E+03,1.739054E+00,4.436399E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,4.783247E+03,2.660028E-01,2.487181E+03,8.391170E+03
00:40:00,3.890092E+00,8.838239E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.060515E+03,3.350301E-01,3.096579E+03,1.043379E+04,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.106611E+04,2.822975E+00,2.609188E+04,8.791546E+04,1.739058E+00,4.436405E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,4.811847E+03,2.660028E-01,2.458581E+03,8.284081E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,4.811847E+03,2.660028E-01,2.458581E+03,8.284081E+03
00:50:00,3.890091E+00,8.838238E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.096538E+03,3.350301E-01,3.060557E+03,1.029952E+04,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.136963E+04,2.822975E+00,2.578835E+04,8.678408E+04,1.739057E+00,4.436405E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,4.840448E+03,2.660028E-01,2.429980E+03,8.177474E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,4.840448E+03,2.660028E-01,2.429980E+03,8.177474E+03
01:00:00,3.890091E+00,8.838237E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.132560E+03,3.350301E-01,3.024535E+03,1.016585E+04,8.472312E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.167316E+04,2.822975E+00,2.548483E+04,8.565777E+04,1.739057E+00,4.436404E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,4.869048E+03,2.660028E-01,2.401380E+03,8.071344E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,4.869048E+03,2.660028E-01,2.401380E+03,8.071344E+03
01:10:00,3.890091E+00,8.838237E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.156575E+03,3.350301E-01,3.000520E+03,1.007707E+04,8.472312E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.187551E+04,2.822975E+00,2.528248E+04,8.490971E+04,1.739057E+00,4.436404E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,4.888116E+03,2.660028E-01,2.382313E+03,8.000856E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,4.888116E+03,2.660028E-01,2.382313E+03,8.000856E+03
01:20:00,3.890091E+00,8.838237E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.180590E+03,3.350301E-01,2.976505E+03,9.988552E+03,8.472312E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.207786E+04,2.822975E+00,2.508013E+04,8.416387E+04,1.739057E+00,4.436404E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,4.907183E+03,2.660028E-01,2.363246E+03,7.930577E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,4.907183E+03,2.660028E-01,2.363246E+03,7.930577E+03
01:30:00,3.890091E+00,8.838237E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.204605E+03,3.350301E-01,2.952490E+03,9.900302E+03,8.472312E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.228021E+04,2.822975E+00,2.487778E+04,8.342027E+04,1.739057E+00,4.436404E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,4.926250E+03,2.660028E-01,2.344178E+03,7.860510E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,4.926250E+03,2.660028E-01,2.344178E+03,7.860510E+03
01:40:00,3.890091E+00,8.838237E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.228620E+03,3.350301E-01,2.928475E+03,9.812314E+03,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.248256E+04,2.822975E+00,2.467543E+04,8.267888E+04,1.739057E+00,4.436404E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,4.945317E+03,2.660028E-01,2.325111E+03,7.790650E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,4.945317E+03,2.660028E-01,2.325111E+03,7.790650E+03
01:50:00,3.890091E+00,8.838237E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.252635E+03,3.350301E-01,2.904460E+03,9.724589E+03,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.268491E+04,2.822975E+00,2.447308E+04,8.193971E+04,1.739057E+00,4.436404E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,4.964384E+03,2.660028E-01,2.306044E+03,7.721000E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,4.964384E+03,2.660028E-01,2.306044E+03,7.721000E+03
02:00:00,3.890091E+00,8.838237E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.276650E+03,3.350301E-01,2.880445E+03,9.637126E+03,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.288726E+04,2.822975E+00,2.427073E+04,8.120274E+04,1.739057E+00,4.436404E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,4.983451E+03,2.660028E-01,2.286977E+03,7.651556E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,4.983451E+03,2.660028E-01,2.286977E+03,7.651556E+03
02:10:00,3.890091E+00,8.838237E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.294661E+03,3.350301E-01,2.862434E+03,9.571698E+03,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.303902E+04,2.822975E+00,2.411896E+04,8.065145E+04,1.739057E+00,4.436404E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,4.997751E+03,2.660028E-01,2.272677E+03,7.599609E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,4.997751E+03,2.660028E-01,2.272677E+03,7.599609E+03
02:20:00,3.890091E+00,8.838237E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.312672E+03,3.350301E-01,2.844423E+03,9.506417E+03,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.319079E+04,2.822975E+00,2.396720E+04,8.010139E+04,1.739057E+00,4.436404E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.012051E+03,2.660028E-01,2.258377E+03,7.547778E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.012051E+03,2.660028E-01,2.258377E+03,7.547778E+03
02:30:00,3.890091E+00,8.838237E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.330683E+03,3.350301E-01,2.826411E+03,9.441282E+03,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.334255E+04,2.822975E+00,2.381544E+04,7.955255E+04,1.739057E+00,4.436405E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.026352E+03,2.660028E-01,2.244076E+03,7.496063E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.026352E+03,2.660028E-01,2.244076E+03,7.496063E+03
02:40:00,3.890091E+00,8.838238E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.348695E+03,3.350301E-01,2.808400E+03,9.376291E+03,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.349431E+04,2.822975E+00,2.366367E+04,7.900494E+04,1.739057E+00,4.436405E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.040652E+03,2.660028E-01,2.229776E+03,7.444463E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.040652E+03,2.660028E-01,2.229776E+03,7.444463E+03
02:50:00,3.890091E+00,8.838238E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.366706E+03,3.350301E-01,2.790389E+03,9.311446E+03,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.364608E+04,2.822975E+00,2.351191E+04,7.845855E+04,1.739057E+00,4.436405E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.054952E+03,2.660028E-01,2.215476E+03,7.392977E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.054952E+03,2.660028E-01,2.215476E+03,7.392977E+03
03:00:00,3.890091E+00,8.838238E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.384717E+03,3.350301E-01,2.772378E+03,9.246745E+03,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.379784E+04,2.822975E+00,2.336015E+04,7.791338E+04,1.739057E+00,4.436405E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.069253E+03,2.660028E-01,2.201176E+03,7.341607E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.069253E+03,2.660028E-01,2.201176E+03,7.341607E+03
03:10:00,3.890091E+00,8.838238E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.402728E+03,3.350301E-01,2.754367E+03,9.182188E+03,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.394960E+04,2.822975E+00,2.320838E+04,7.736942E+04,1.739057E+00,4.436405E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.083553E+03,2.660028E-01,2.186875E+03,7.290351E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.083553E+03,2.660028E-01,2.186875E+03,7.290351E+03
03:20:00,3.890091E+00,8.838238E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.420739E+03,3.350301E-01,2.736355E+03,9.117774E+03,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.410136E+04,2.822975E+00,2.305662E+04,7.682667E+04,1.739057E+00,4.436405E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.097853E+03,2.660028E-01,2.172575E+03,7.239209E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.097853E+03,2.660028E-01,2.172575E+03,7.239209E+03
03:30:00,3.890091E+00,8.838238E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.438751E+03,3.350301E-01,2.718344E+03,9.053503E+03,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.425313E+04,2.822975E+00,2.290486E+04,7.628512E+04,1.739057E+00,4.436405E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.112153E+03,2.660028E-01,2.158275E+03,7.188180E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.112153E+03,2.660028E-01,2.158275E+03,7.188180E+03
03:40:00,3.890091E+00,8.838238E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.456762E+03,3.350301E-01,2.700333E+03,8.989375E+03,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.440489E+04,2.822975E+00,2.275310E+04,7.574478E+04,1.739057E+00,4.436405E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.126454E+03,2.660028E-01,2.143974E+03,7.137265E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.126454E+03,2.660028E-01,2.143974E+03,7.137265E+03
03:50:00,3.890091E+00,8.838238E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.474773E+03,3.350301E-01,2.682322E+03,8.925391E+03,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.455665E+04,2.822975E+00,2.260133E+04,7.520564E+04,1.739057E+00,4.436405E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.140754E+03,2.660028E-01,2.129674E+03,7.086463E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.140754E+03,2.660028E-01,2.129674E+03,7.086463E+03
04:00:00,3.890091E+00,8.838238E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.492784E+03,3.350301E-01,2.664311E+03,8.861547E+03,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.470842E+04,2.822975E+00,2.244957E+04,7.466769E+04,1.739057E+00,4.436405E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.155054E+03,2.660028E-01,2.115374E+03,7.035773E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.155054E+03,2.660028E-01,2.115374E+03,7.035773E+03
04:10:00,3.890091E+00,8.838238E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.504792E+03,3.350301E-01,2.652303E+03,8.819064E+03,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.480959E+04,2.822975E+00,2.234839E+04,7.430972E+04,1.739058E+00,4.436405E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.164588E+03,2.660028E-01,2.105840E+03,7.002043E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.164588E+03,2.660028E-01,2.105840E+03,7.002043E+03
04:20:00,3.890091E+00,8.838238E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.516799E+03,3.350301E-01,2.640296E+03,8.776642E+03,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.491077E+04,2.822975E+00,2.224722E+04,7.395228E+04,1.739058E+00,4.436405E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.174121E+03,2.660028E-01,2.096307E+03,6.968361E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.174121E+03,2.660028E-01,2.096307E+03,6.968361E+03
04:30:00,3.890091E+00,8.838238E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.528807E+03,3.350301E-01,2.628288E+03,8.734284E+03,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.501194E+04,2.822975E+00,2.214604E+04,7.359537E+04,1.739058E+00,4.436405E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.183655E+03,2.660028E-01,2.086773E+03,6.934730E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.183655E+03,2.660028E-01,2.086773E+03,6.934730E+03
04:40:00,3.890091E+00,8.838238E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.540814E+03,3.350301E-01,2.616281E+03,8.691988E+03,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.511312E+04,2.822975E+00,2.204487E+04,7.323898E+04,1.739058E+00,4.436405E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.193188E+03,2.660028E-01,2.077240E+03,6.901149E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.193188E+03,2.660028E-01,2.077240E+03,6.901149E+03
04:50:00,3.890091E+00,8.838238E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.552822E+03,3.350301E-01,2.604273E+03,8.649755E+03,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.521429E+04,2.822975E+00,2.194369E+04,7.288313E+04,1.739058E+00,4.436405E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.202722E+03,2.660028E-01,2.067706E+03,6.867617E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.202722E+03,2.660028E-01,2.067706E+03,6.867617E+03
05:00:00,3.890092E+00,8.838238E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.564829E+03,3.350301E-01,2.592266E+03,8.607585E+03,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.531547E+04,2.822975E+00,2.184252E+04,7.252779E+04,1.739058E+00,4.436405E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.212255E+03,2.660028E-01,2.058173E+03,6.834135E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.212255E+03,2.660028E-01,2.058173E+03,6.834135E+03
05:10:00,3.890092E+00,8.838238E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.552822E+03,3.350301E-01,2.604273E+03,8.649755E+03,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.521429E+04,2.822975E+00,2.194369E+04,7.288313E+04,1.739058E+00,4.436405E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.202722E+03,2.660028E-01,2.067706E+03,6.867617E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.202722E+03,2.660028E-01,2.067706E+03,6.867617E+03
05:20:00,3.890092E+00,8.838238E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.540814E+03,3.350301E-01,2.616281E+03,8.691988E+03,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.511312E+04,2.822975E+00,2.204487E+04,7.323898E+04,1.739058E+00,4.436405E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.193188E+03,2.660028E-01,2.077240E+03,6.901149E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.193188E+03,2.660028E-01,2.077240E+03,6.901149E+03
05:30:00,3.890092E+00,8.838239E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.528807E+03,3.350301E-01,2.628288E+03,8.734284E+03,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.501194E+04,2.822975E+00,2.214604E+04,7.359537E+04,1.739058E+00,4.436405E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.183655E+03,2.660028E-01,2.086773E+03,6.934730E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.183655E+03,2.660028E-01,2.086773E+03,6.934730E+03
05:40:00,3.890092E+00,8.838239E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.516799E+03,3.350301E-01,2.640296E+03,8.776642E+03,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.491077E+04,2.822975E+00,2.224722E+04,7.395228E+04,1.739058E+00,4.436405E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.174121E+03,2.660028E-01,2.096307E+03,6.968361E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.174121E+03,2.660028E-01,2.096307E+03,6.968361E+03
05:50:00,3.890092E+00,8.838239E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.504792E+03,3.350301E-01,2.652303E+03,8.819064E+03,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.480959E+04,2.822975E+00,2.234839E+04,7.430972E+04,1.739058E+00,4.436405E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.164588E+03,2.660028E-01,2.105840E+03,7.002043E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.164588E+03,2.660028E-01,2.105840E+03,7.002043E+03
06:00:00,3.890092E+00,8.838239E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.492784E+03,3.350301E-01,2.664311E+03,8.861547E+03,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.470842E+04,2.822975E+00,2.244957E+04,7.466769E+04,1.739058E+00,4.436405E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.155054E+03,2.660028E-01,2.115374E+03,7.035773E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.155054E+03,2.660028E-01,2.115374E+03,7.035773E+03
06:10:00,3.890092E+00,8.838239E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.450758E+03,3.350301E-01,2.706337E+03,9.010736E+03,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.435430E+04,2.822975E+00,2.280368E+04,7.592476E+04,1.739058E+00,4.436405E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.121687E+03,2.660028E-01,2.148741E+03,7.154224E+03,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.121687E+03,2.660028E-01,2.148741E+03,7.154224E+03
06:20:00,3.890092E+00,8.838239E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.408732E+03,3.655735E-01,3.118766E+03,1.000301E+04,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.400019E+04,3.173590E+00,2.802422E+04,8.774093E+04,1.739058E+00,4.436405E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.088320E+03,4.711859E-01,5.101573E+03,1.266448E+04,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.088320E+03,3.332181E-01,3.072830E+03,9.104072E+03
06:30:00,3.890092E+00,8.838239E+04,3.350301E-01,0.000000E+00,0.000000E+00,3.350301E-01,6.366706E+03,5.040328E-01,4.804483E+03,1.364739E+04,8.472313E+00,2.798575E+05,2.822975E+00,0.000000E+00,0.000000E+00,2.822975E+00,5.364608E+04,4.336496E+00,4.357344E+04,1.174777E+05,1.739058E+00,4.436405E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.054952E+03,6.672518E-01,7.642432E+03,1.606851E+04,1.739054E+00,4.436398E+04,2.660028E-01,0.000000E+00,0.000000E+00,2.660028E-01,5.054952E+03,4.677471E-01,4.793473E+03,1.211507E+04
